reg|fecha|Sexo|Edad|entra|codcol|colegio|Inicial|Primaria|Secundaria|directiva|p5_1|depto|muni1|muni2|muni3|muni4|muni5|muni0|p7_1|p7_2|p7_3|p7_4|p7_5|p7_6|p7_7|p7_8|p7_9|p7_10|p7_11|p7_12|p7_13|p7_14|p7_15|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p9_1|p9_2|p9_3|p9_4|p9_5|p10_1|p10_2|p10_3|p10_4|p10_5|p10_6|p10_7|p10_8|p10_9|p10_10|p10_11|p10_12|p10_13|p11_1|p11_2|p11_3|p11_4|p11_5|p11_6|p11_7|p11_8|p12_1|p12_2|p12_3|p13_1|p13_2|p13_3|p13_4|p13_5|p14|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p15_9|p16_1|p16_2|p16_3|p16_4|p16_5|p16_6|p16_7|p16_8|p16_9|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p19|p20|P14_1|P14_2|P14_3|P14_4|P14_5|P17_1|P17_2|P17_3|P19_1|P19_2|P19_3|P20_1|donante|cono1|cono1_a|cono1_b|rp15_3|rp15_6|rp15_7|rp15_8|rp15_9|acti1|acti1_a|rp16_1|rp16_2|rp16_3|rp16_4|rp16_5|rp16_6|rp16_7|rp16_8|rp16_9|rp18_1|rp18_2|rp18_3|rp18_4|rp18_5|rp18_6|rp18_7|rp18_8|rp18_9|rp18_10|rp18_11|practi1|practi1_a|practi1_b|ESTADO CAP
79|15-Jul-21|Hombre|36|1|Técnico Humanístico ivirgarzama|Técnico Humanístico Ivirgarzama|1|0|1|Vicepresidente|2|Cochabamba|0|31205. Puerto Villarroel|0|0|0|Puerto Villarroel|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|No|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|2|3|4|7|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|De acuerdo|Muy en desacuerdo|Muy en desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Nunca|Nunca|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|No nos llega la denuncia a la junta escolar, cada mamá soluciona su problema. Denunciar a la Defensoria, pero no hace nada.|No|Tristeza|0|0|0|0|Justicia por mano propia/ Venganza|0|0|No llegan denuncias acá|0|0|NS/NR|KOICA|35|77.777778|Alto|3|5|2|5|5|88.888889|Altamente positiva|3|3|3|3|3|3|3|3|3|0|1|3|3|3|3|2|3|3|3|3|27|40.298507|Más o menos adecuadas|Inicial
80|15-Jul-21|Mujer|58|1|Villa Nueva|Villa Nueva|0|0|1|Secretario de Haciendas|4|Cochabamba|0|31205. Puerto Villarroel|0|0|0|Puerto Villarroel|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|No|Amenazas|6|9|#NULL!|10|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Falso|Falso|Falso|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Algunas veces|Nunca|Nunca|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Denunciar|No hicimos|NS/NR|0|0|0|0|Denunciar al Agresor|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|No hicieron|NC Español|26|57.777778|Medio|5|5|1|5|5|91.111111|Altamente positiva|3|3|3|3|3|3|3|3|3|0|1|1|3|3|3|3|3|3|3|3|28|41.791045|Más o menos adecuadas|Inicial
81|18-Jul-21|Mujer|48|1|Hrnos. Antonio y Marcos Cavanis (TT)|Marcos y Antonio Cavanis|3|3|1|Ninguna|96|Santa Cruz|0|0|0|0|70101. Santa Cruz de la Sierra|Santa Cruz de la Sierra|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|Sí|Sí|No|Sí|Sí|Sí|No|Sí|Amenazas|6|9|#NULL!|10|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Verdadero|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Más o menos de acuerdo|Más o menos de acuerdo|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Algunas veces|Algunas veces|Algunas veces|Algunas veces|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Investigar y coordinar acciones para remediar tales agresiones|Coordina con la dirección acciones|Llora|0|0|0|0|Denunciar al Agresor|0|0|Analizar el tema / Investigar|0|0|Realizar Seguimiento / Coordinar|NC Canada|29|64.444444|Alto|1|5|5|3|3|82.222222|Altamente positiva|3|3|3|3|2|3|2|3|3|0|2|2|2|3|3|2|3|3|3|3|30|44.776119|Más o menos adecuadas|Inicial
82|20-Jul-21|Mujer|38|1|Ingavi|Ingavi B|1|1|1|mmm|97|Cochabamba|0|31205. Puerto Villarroel|0|0|0|Puerto Villarroel|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Sí|Gritos o golpes de los maestros/maestras a las/los estudiantes|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|No|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|En desacuerdo|De acuerdo|Muy de acuerdo|Muy de acuerdo|De acuerdo|En desacuerdo|De acuerdo|Algunas veces|Siempre|Nunca|Nunca|Siempre|Siempre|Algunas veces|Algunas veces|Nunca|#NULL!|Siempre|Algunas veces|Nunca|Algunas veces|Siempre|Siempre|Nunca|Algunas veces|Siempre|Siempre|Siempre|Primero tomar la atención por su ética, luego denunciarlos donde se corrinjen.|A mi opinión sugiero que haya más capacitación, talleres sobre protección y sensibilización hacia las niñas y niños y que se socialice en la unidad educativa.|Baja Autoestima|0|0|0|0|Acudir a las Autoridades|0|0|Buscar dialogo/ Habla con Maestro|3|0|N/A|KOICA|18|40|Bajo|4|1|2|4|2|71.111111|Positiva|2|3|1|1|3|3|2|2|1|0|2|1|2|3|3|1|2|3|3|3|39|58.208955|Más o menos adecuadas|Inicial
83|23-Jul-21|Hombre|39|1|Los Tajibos|Los tajibos|0|2|1|Presidenta|1|Beni|80201. Riberalta|0|0|0|0|Riberalta|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|9|11|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|No|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|9|#NULL!|10|11|12|#NULL!|Maestro o Maestra|2|3|4|5|6|8|#NULL!|Sí|Sí|No|Falso|Verdadero|Falso|Verdadero|Verdadero|#NULL!|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Algunas veces|Siempre|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Algunas veces|Denunciar a instabcias correspondiente|Llamar a la reflexion|Miedo|0|0|0|0|Denunciar al Agresor|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|Aconsejan/ Hablan con NNA|Canada|33|73.333333|Alto|4|5|5|5|5|97.777778|Altamente positiva|3|2|3|3|3|3|2|3|3|0|3|2|2|3|3|3|3|2|2|2|31|46.268657|Más o menos adecuadas|Inicial
84|27-Jul-21|Mujer|45|1|Bolivariana Martha Olmos|U E bolivariana Martha olmos|1|1|1|Pdte de la junta escolar|1|Beni|80201. Riberalta|0|0|0|0|Riberalta|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|3|4|#NULL!|6|#NULL!|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|8|9|#NULL!|10|11|12|#NULL!|Maestro o Maestra|2|3|4|5|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|De acuerdo|Más o menos de acuerdo|De acuerdo|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|Investigar|0|Callados|0|0|0|0|Denunciar al Agresor|0|0|Analizar el tema / Investigar|0|0|NS/NR|Canada|35|77.777778|Alto|3|3|2|3|2|73.333333|Positiva|3|3|3|3|2|3|2|3|3|0|3|3|3|3|2|2|3|3|3|3|26|38.80597|Poco adecuadas|Inicial
85|28-Jul-21|Hombre|46|1|Simón Bolívar A|Simón Bolivar A-B|0|0|2|Presidenta|1|La Paz|0|0|20105. El Alto|0|0|El Alto|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|3|5|6|#NULL!|7|8|9|10|11|12|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|8|9|#NULL!|10|11|12|Maestro o Maestra|3|4|5|6|7|8|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|De acuerdo|En desacuerdo|Muy de acuerdo|De acuerdo|En desacuerdo|Muy en desacuerdo|En desacuerdo|En desacuerdo|Siempre|Algunas veces|Siempre|Nunca|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Siempre|Siempre|Algunas veces|Algunas veces|Siempre|Algunas veces|Algunas veces|Siempre|Algunas veces|Siempre|Algunas veces|Tener  una reunión con el director  y el docente para dialogar  y  quedar  en  un a cuerdo y para  que no haiga  agresiones  más|La junta escolar  tiene el deber  de dialogar con  los padres  para prevenir la violencia tanto fuera como dentro de la unidad  y  también   la junta  tiene que saber  comprender|Miedo|10|0|0|0|Denunciar al Agresor|0|0|Buscar dialogo/ Habla con Maestro|2|0|N/A|NC Canada|39|86.666667|Muy alto|4|4|5|4|4|86.666667|Altamente positiva|3|2|3|1|3|3|3|3|3|0|3|2|2|3|2|2|3|2|3|2|32|47.761194|Más o menos adecuadas|Inicial
86|28-Jul-21|Mujer|47|1|Tupac Amaru|Tupac amaru|1|1|1|Presidente junta escolar|1|La Paz|0|0|20105. El Alto|0|0|El Alto|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|3|4|#NULL!|5|6|#NULL!|9|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|No|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Insultos|3|5|6|9|#NULL!|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Falso|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy de acuerdo|De acuerdo|Muy en desacuerdo|En desacuerdo|En desacuerdo|Muy en desacuerdo|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Algunas veces|Algunas veces|Denunciar|0|Miedo|0|0|0|0|Denunciar al Agresor|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|NS/NR|F Globales|28|62.222222|Alto|5|5|4|4|5|93.333333|Altamente positiva|3|2|3|3|3|3|3|3|3|0|3|3|2|3|3|3|3|3|2|2|26|38.80597|Poco adecuadas|Inicial
87|29-Jul-21|Hombre|23|1|Guido Gutierrez Montero|Guido Gutiérrez Montero|1|0|0|Vocal|5|Beni|80201. Riberalta|0|0|0|0|Riberalta|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|3|4|#NULL!|5|6|#NULL!|7|10|11|12|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Insultos|3|4|5|6|7|8|9|#NULL!|10|11|12|#NULL!|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Nunca|Siempre|Siempre|#NULL!|Siempre|Nunca|Nunca|Nunca|Siempre|Siempre|Nunca|Algunas veces|Nunca|Nunca|Siempre|Comunicar a la dirección de la educativa|0|Timidez/Vergonzoso|3|0|0|0|Averiguar/denunciar en el Colegio|0|0|Denunciar en el Colegio/ Dirección|0|0|NS/NR|Canada|38|84.444444|Muy alto|3|5|5|5|5|95.555556|Altamente positiva|3|3|3|3|3|3|1|3|3|0|1|1|1|3|3|1|2|1|1|3|37|55.223881|Más o menos adecuadas|Inicial
88|29-Jul-21|Mujer|43|1|Guido Gutierrez Montero|Guido Gutiérrez  Montero|0|0|2|Presidente|1|Beni|80201. Riberalta|0|0|0|0|Riberalta|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|2|4|#NULL!|6|#NULL!|8|9|10|11|12|#NULL!|#NULL!|#NULL!|No|Sí|No|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|3|4|5|6|7|9|#NULL!|10|11|12|#NULL!|Maestro o Maestra|2|3|4|5|6|7|8|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Falso|#NULL!|Muy de acuerdo|Muy de acuerdo|En desacuerdo|Muy de acuerdo|Muy de acuerdo|Muy de acuerdo|Muy en desacuerdo|Muy en desacuerdo|Muy en desacuerdo|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|#NULL!|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Comunicar al director de la U.E. y a la distrital|Prevenir|Timidez/Vergonzoso|0|0|0|0|Averiguar/denunciar en el Colegio|0|0|Denunciar en el Colegio/ Dirección|4|0|N/A|Canada|35|77.777778|Alto|4|1|5|5|5|88.888889|Altamente positiva|2|3|3|3|3|3|3|3|3|0|3|3|3|3|3|3|3|3|3|3|24|35.820896|Poco adecuadas|Inicial
90|30-Jul-21|Hombre|36|1|Hrnos. Antonio y Marcos Cavanis (TT)|Hermanos Antonio y Marcos Cavanis I|1|1|1|Presidenta|1|Santa Cruz|0|0|0|0|70101. Santa Cruz de la Sierra|Santa Cruz de la Sierra|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Sí|Sí|No|Sí|Sí|Sí|Sí|Sí|Insultos|5|9|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|3|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Sí|Sí|No|Falso|Verdadero|Falso|Verdadero|Verdadero|#NULL!|Muy de acuerdo|Muy de acuerdo|Más o menos de acuerdo|Muy de acuerdo|De acuerdo|En desacuerdo|En desacuerdo|De acuerdo|En desacuerdo|Siempre|Algunas veces|Siempre|Siempre|Siempre|Siempre|Algunas veces|Siempre|Siempre|#NULL!|Siempre|Nunca|Nunca|Nunca|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Hablar con los maestros y Director|0|Timidez/Vergonzoso|4|0|0|0|Justicia por mano propia/ Venganza|0|0|Buscar dialogo/ Habla con Maestro|0|0|0|NC Canada|23|51.111111|Medio|3|4|4|2|4|80|Positiva|3|2|3|3|3|3|2|3|3|0|1|1|1|3|3|3|3|3|3|3|30|44.776119|Más o menos adecuadas|Inicial
91|30-Jul-21|Hombre|52|1|San Silvestre|Tecnico Humanistico San Silvestre|0|2|2|Vicepresidenta|2|La Paz|0|0|20105. El Alto|0|0|El Alto|Prevención de la violencia hacía los niños, niñas y adolescentes|#NULL!|6|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|No|No|No|Sí|No|Sí|Sí|Sí|Sí|Sí|Sí|Apodos o chistes ofensivos|2|5|6|9|#NULL!|11|12|#NULL!|#NULL!|#NULL!|#NULL!|#NULL!|Maestro o Maestra|2|3|4|8|#NULL!|#NULL!|#NULL!|Sí|Sí|Sí|Falso|Verdadero|Falso|Verdadero|Verdadero|#NULL!|En desacuerdo|En desacuerdo|Muy de acuerdo|En desacuerdo|Más o menos de acuerdo|Muy de acuerdo|En desacuerdo|En desacuerdo|Más o menos de acuerdo|Siempre|Siempre|Siempre|Nunca|Siempre|Siempre|Algunas veces|Siempre|Nunca|#NULL!|Algunas veces|Algunas veces|Algunas veces|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Siempre|Seguir los pasos que norma hacia las autoridades|0|Timidez/Vergonzoso|0|0|0|0|Acudir a las Autoridades|0|0|Denunciar / Denunciar a Instancias correspondientes|0|0|0|NC Canada|25|55.555556|Medio|1|1|4|4|3|48.888889|Intermedia|3|3|3|1|3|3|2|3|1|0|2|2|3|3|3|3|3|3|3|3|30|44.776119|Más o menos adecuadas|Inicial
